Name,Price,Image,Lab,Active,URL,Pharmacy
MOTILIUM JARABE 60 ML,"₡12,441.96",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/3/832-0013600_01_2.png,JANSSEN-CILAG,DOMPERIDONA,https://sucreenlinea.com/0013600-motilium-60-ml-suspension.html,sucre
COVERAM 5MG/10MG TABLETAS VIA ORAL,"₡ 34.798,02 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/161f897d8770591-COV.png,,AMLODIPINO BESILATO,https://www.farmacialabomba.com/detalle-producto/COVERAM-5MG-10MG-TABLETAS-VIA-ORAL-8770591,labomba
226ERS BEBIDA ENERGÉTICA ISOTONIC LIMÓN 20 GR,"₡ 1.800,09 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/6d32def81881026-BEB-226ERS-ISOTONIC-LIMON-20G.png,,"Almidón de patata, acidulante ácido cítrico, aroma natural, citrato de potasio, cloruro de sodio, ácido L-ascórbico, carbonato de magnesio, gluconato de zinc, edulcorante sucralosa, acetato de DL-alfa tocoferilo, beta-alanina, colorante curcumina y clorhidrato de tiamina.",https://www.fischelenlinea.com/detalle-producto/226ERS-BEBIDA-ENERGETICA-ISOTONIC-LIMON-20-GR-1881026,fishel
,,,,,https://sucreenlinea.com/0013700-nizoral-2-40-grs-crema.html,sucre
NATRIXAM 1.5 / 10 MG COMPRIMIDOS VÍA ORAL,"₡ 22.641,97 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99004312.jpg,,AMLODIPINO BESILATO + INDAPAMIDA,https://www.farmacialabomba.com/detalle-producto/NATRIXAM-1-5-10-MG-COMPRIMIDOS-VIA-ORAL-8770042,labomba
226ERS BEBIDA ENERGÉTICA LIMÓN 50 GR,"₡ 3.051,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/17171ecd1881125-BEBIDA-ENERGETICA-226ERS-LIMON-50G.png,,"Almido´n de patata, acidulante a´cido ci´trico, aroma natural, L-carnitina L-tartrato, taurina, edulcorante sucralosa, mezcla de vitaminas (a´cido L-asco´rbico, maltodextrina, acetato de DL-alfa tocoferilo, nicotinamida, acetato de retinilo, D-pantotenato ca´lcico, clorhidrato de piridoxina, riboflavina, clorhidrato de tiamina, a´cido pteroilmonogluta´mico, D-biotina, colecalciferol, cianocobalamina), citrato de potasio, cloruro de sodio, carbonato magne´sico, colorante curcumina, gluconato de z",https://www.fischelenlinea.com/detalle-producto/226ERS-BEBIDA-ENERGETICA-LIMON-50-GR-1881125,fishel
,,,,,https://sucreenlinea.com/0013900-nizoral-2-100-ml-shampoo.html,sucre
,,,,,https://www.farmacialabomba.com/detalle-producto/CAPRIMIDA-D-FORTE-CAPSULAS-VIA-ORAL-6430334,labomba
226ERS COLLAGENO EGG 60 CÁPSULAS,"₡ 20.924,78 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/2c791a3b1880968_650x450.jpg,,"OVOMET®  membrana de huevo en polvo 2% de glucosamina y 2% de condroitina 600mg, raíz extracto seco 95% Curcumina Cúrcuma longa 180mg, OVOCET® carbonato de calcio 100mg 38mg de Calcio, Boswelia Serrata resina extracto seco 65% áciso boswelicos Boswellia serrata Roxb. Ex.Colebr. 60mg, piña extracto seco 0,1% bromelaina Ananas comosus Tallo de la flor 50mg, pimienta negra extracto seco 95% piperina Piper nigrum L fruto 10mg y antiaglomerante dióxido de silicio. Cápsula vegetal Agente de recubrimie",https://www.fischelenlinea.com/detalle-producto/226ERS-COLLAGENO-EGG-60-CAPSULAS-1880968,fishel
,,,,,https://sucreenlinea.com/0014100-nizoral-400-mg-x-3-ovulos.html,sucre
DENVAR 100 mg / 5 ml - 50 ml GRANULADO PARA SUSPENSIÓN,"₡ 15.732,16 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/f4b548a0e113407placeholderb_650.png,,CEFIXIMA TRIHIDRATO,https://www.farmacialabomba.com/detalle-producto/DENVAR-100-MG-5-ML-50-ML-GRANULADO-PARA-SUSPENSION-7887653,labomba
226ERS ENERGY SHOT BANANA SOL 60 ML,"₡ 1.989,93 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/16255d0c1883426_650x450.jpg,,"Agua, L-Arginina-Alfa-Ketoglutarato 2:1, Beta-Alanina, L-Taurina, acidulante ácido cítrico, aroma plátano,L- tirosina, cafeína anhidra, conservadores sorbato de potasio y benzoato de sodio.",https://www.fischelenlinea.com/detalle-producto/226ERS-ENERGY-SHOT-BANANA-SOL-60-ML-1883426,fishel
,,,,,https://sucreenlinea.com/0015100-reminyl-er-16-mg-x-7-caps.html,sucre
TOUJEO SOLOSTAR 300U/1ML JERINGA PRELLENADA INYECTABLE,"₡ 37.180,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/46f587825541388.jpg,,INSULINA GLARGINA,https://www.farmacialabomba.com/detalle-producto/TOUJEO-SOLOSTAR-300U-1ML-JERINGA-PRELLENADA-INYECTABLE-5541388,labomba
226ERS FISH OIL OMEGA 3 120 CÁPSULAS,"₡ 25.000,12 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/179594711883112_650x450.jpg,,"Aceite de pescado TG1050, envoltura gelatina de pescado, humectante: glicerina vegetal, agua, antioxidante alfa-tocoferol.",https://www.fischelenlinea.com/detalle-producto/226ERS-FISH-OIL-OMEGA-3-120-CAPSULAS-1883112,fishel
,,,,,https://sucreenlinea.com/0015250-retin-a-0-025-40-grs-crema.html,sucre
TRIPLIXAM 5 MG/1.25 MG/10 MG COMPRIMIDOS VÍA ORAL,"₡ 35.510,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99018394.jpg,,AMLODIPINO + INDAPAMIDA + PERINDOPRIL,https://www.farmacialabomba.com/detalle-producto/TRIPLIXAM-5-MG-1-25-MG-10-MG-COMPRIMIDOS-VIA-ORAL-8770078,labomba
226ERS HIDRATANTE FRUTOS ROJOS 500 GR,"₡ 20.466,56 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/64cb8ee1880401-BEB-226ERS-HIDRAT-FRUTOS-ROJOS-500G.png,,"Almidón de patata, acidulante ácido ciítrico, citrato de potasio, aromas (aroma y aroma natural), cloruro de sodio, ácido L-ascórbico, carbonato de magnesio, concentrado de zanahoria negra, gluconato de zinc, edulcorante sucralos, acetato de DL-alfa tocoferilo, beta-alanina y clorhidrato de tiamina",https://www.fischelenlinea.com/detalle-producto/226ERS-HIDRATANTE-FRUTOS-ROJOS-500-GR-1880401,fishel
,,,,,https://sucreenlinea.com/0015300-retin-a-0-05-40-grs-crema.html,sucre
"BENICAR HCT 20MG/12,5MG TABLETAS VIA ORAL","₡ 19.019,32 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/349737bf6551864_BenicarHCT_20mg14Tab_650x450.jpg,,HIDROCLOROTIAZIDA + OLMESARTAN,https://www.farmacialabomba.com/detalle-producto/BENICAR-HCT-20MG-12-5MG-TABLETAS-VIA-ORAL-6551864,labomba
226ERS HIDRAZERO TROPICAL 225 GR,"₡ 28.791,27 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/e4f0cdc1883037-BEB-226ERS-HIDRAZERO-TROPICAL-225G.png,,"Almidón de patata, citrato de sodio, acidulante ácido cítrico, aromas, citrato de potasio, cloruro de sodio, edulcorante glucósidos de esteviol, citrato de magnesio, colorante azul brillante FCF.",https://www.fischelenlinea.com/detalle-producto/226ERS-HIDRAZERO-TROPICAL-225-GR-1883037,fishel
,,,,,https://sucreenlinea.com/0015400-retin-a-0-1-40-grs-crema.html,sucre
EFINEX 4MG UNIPHARM 1x30,"₡ 16.854,48 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99018036.jpg,,GLIMEPIRIDE,https://www.farmacialabomba.com/detalle-producto/EFINEX-4MG-UNIPHARM-1X30-1648036,labomba
226ERS ISOTONIC GEL SABOR LIMA 68 GR,"₡ 3.232,93 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/b36517beC-d.-1880128.-650x450px.png,,"Agua, maltodextrina, dextrina cíclica altamente ramificada (cluster dextrin®), almidón de arroz, fructosa, reguladores de la acidez (ácido cítrico, citrato de sodio), aroma naturales, conservantes (sorbato de potasio), gelificante (goma gellan), edulcorante natural (stevia), cloruro de sodio.",https://www.fischelenlinea.com/detalle-producto/226ERS-ISOTONIC-GEL-SABOR-LIMA-68-GR-1880128,fishel
RISPERDAL TABLETAS 1 MG,"₡18,328.38",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/4/840-0015500_01_2.png,JANSSEN-CILAG,RISPERIDONA,https://sucreenlinea.com/0015500-risperdal-1-mg-x-20-tabs.html,sucre
EXFORGE HCT 10 mg/ 160 mg / 25 mg x 14 COMPRIMIDOS,"₡ 19.589,52 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99086693.jpg,,AMLODIPINO BESILATO + HIDROCLOROTIAZIDA + VALSARTAN,https://www.farmacialabomba.com/detalle-producto/EXFORGE-HCT-10-MG-160-MG-25-MG-X-14-COMPRIMIDOS-5245670,labomba
226ERS PASTILLAS ELECTROLITOS DUPLO,"₡ 1.110,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/623e8d0b1880302-PAST-226ERS-ELECTROLITOS-DUPLO-X2.png,,"Cloruro de sodio, citrato de magnesio, cloruro de potasio, polvo de Jengibre (zingiber officinalis roscoe), gluconato de magnesio, citrato de potasio, antiaglomerante (estearato de magnesio), citrato tricálcico, gluconato de calcio, antiaglomerante (dióxido de silicio), vitamina D (colecalciferol) y vitamina B6 (clorhidrato de piridoxina). Cápsula vegetal transparente (hidroxipropilmetilcelulosa).",https://www.fischelenlinea.com/detalle-producto/226ERS-PASTILLAS-ELECTROLITOS-DUPLO-1880302,fishel
RISPERDAL SOLUCION 1 MG / 60 ML,"₡51,051.00",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/4/841-0015800_01_2.png,JANSSEN-CILAG,RISPERIDONA,https://sucreenlinea.com/0015800-risperdal-60-ml-1-mg-sol.html,sucre
ACEPRESS TABLETAS 300 MG VÍA ORAL  x14 (1+1),"₡ 8.777,09 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/3b76db0e6039418-Acepress-300mg-650x450px.jpg,,IRBESARTAN,https://www.farmacialabomba.com/detalle-producto/ACEPRESS-TABLETAS-300-MG-VIA-ORAL-X14-1-1-6039418,labomba
226ERS PROTEINA VEGANA FRUTOS ROJOS 700 GR,"₡ 29.606,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/154e37e2C-d.-1882115.-650-x-450px.png,,"Aislado de proteína de guisante, proteína de arroz, proteína de cáñamo, aroma natural, zumo concentrado de remolacha, lúcuma en polvo, moringa en polvo, lino dorado en polvo, estabilizantes goma guar (E-412) y goma xantana (E-415), edulcorantes glucósidos de esteviol (E-960) y sucralosa (E-955).",https://www.fischelenlinea.com/detalle-producto/226ERS-PROTEINA-VEGANA-FRUTOS-ROJOS-700-GR-1882115,fishel
,,,,,https://sucreenlinea.com/0016400-sporanox-100-mg-15d-x-15-caps.html,sucre
BENICAR HCT 40MG/12.5MG TABLETAS VIA ORAL,"₡ 39.306,89 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99090547.jpg,,HIDROCLOROTIAZIDA + OLMESARTAN,https://www.farmacialabomba.com/detalle-producto/BENICAR-HCT-40MG-12-5MG-TABLETAS-VIA-ORAL-6552717,labomba
226ERS PROTEINA VEGANA POLVO CACAO 700 GR,"₡ 29.606,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/7287d254C-d.-1882108.-650-x-450px.png,,"Aislado de proteína de guisante, cacao en polvo desgrasado, proteína de arroz, proteína de cáñamo, lúcuma en polvo, moringa en polvo, lino dorado en polvo, aroma natural, estabilizantes goma guar (E-412) y goma xantana (E-415), edulcorantes glucósidos de esteviol (E-960) y sucralosa (E-955), cloruro de sodio.",https://www.fischelenlinea.com/detalle-producto/226ERS-PROTEINA-VEGANA-POLVO-CACAO-700-GR-1882108,fishel
,,,,,https://sucreenlinea.com/0016700-sporasec-x-12-caps.html,sucre
DIOVAN 320 MG TABLETAS VIA ORAL,"₡ 29.670,13 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/34e935315248019DIOVAN-TAB-320MG-X28.jpg,,VALSARTAN,https://www.farmacialabomba.com/detalle-producto/DIOVAN-320-MG-TABLETAS-VIA-ORAL-5248019,labomba
226ERS VEGAN BETA ALANINE 90 CÁPSULAS,"₡ 19.666,52 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/7974b47d1883235_650x450.jpg,,"B-Alanina, celulosa microcristalina agente de carga, Cápsula 00 vegetal transparente Agente de RecubrimientoHidroxipropilmetilcelulosa.",https://www.fischelenlinea.com/detalle-producto/226ERS-VEGAN-BETA-ALANINE-90-CAPSULAS-1883235,fishel
,,,,,https://sucreenlinea.com/0016900-sufrexal-78-grs-gel.html,sucre
BENICAR 20 MG TABLETAS VIA ORAL,"₡ 16.840,39 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/d3a0abcf6551840_Benicar20_14Tab_650x450.jpg,,OLMESARTAN,https://www.farmacialabomba.com/detalle-producto/BENICAR-20-MG-TABLETAS-VIA-ORAL-6551840,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/226ERS-VEGAN-MAGNESIUM-90-CAPSULAS-1883242,fishel
TOPAMAC TABLETAS 25 MG,"₡10,018.44",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0017300_0001_2.png,JANSSEN-CILAG,TOPIRAMATO,https://sucreenlinea.com/0017300-topamac-25-mg-x-20-tabs.html,sucre
BIOGAIA 5 ML SOLUCIÓN VIA ORAL,"₡ 11.546,40 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/f18fc5975851865.jpg,,LACTOBACILLUS REUTERI,https://www.farmacialabomba.com/detalle-producto/BIOGAIA-5-ML-SOLUCION-VIA-ORAL-5851865,labomba
226ERS VEGAN VITAMIN + 60 CÁPSULAS,"₡ 22.719,78 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/c3dc4ea31882627_650x450.jpg,,"Hidróxido de magnesio, ácido L-ascórbico Vit. C, agente de recubrimiento cápsula vegetalhidroxipropilmetilcelulosa, acetato de DL- a- tocoferilo Vit.E, agente de carga celulosa microcristalina, coenzima Q10, fumarato ferroso, menaquinona natural, Vit. K2, nicotinamida niacina, extracto seco de bambú Bambusa vulgaris85%sílice, D-pantotenato cálcico ácido pantoténico, óxido de zinc, metilcobalamina Vit. B12, “Nu-Mag” Extracto de arroz*, cáscara de arroz*, goma arábiga* y aceite de girasol**ecológi",https://www.fischelenlinea.com/detalle-producto/226ERS-VEGAN-VITAMIN-60-CAPSULAS-1882627,fishel
TOPAMAC TABLETAS 100 MG,"₡25,829.46",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/1/3/1308-0017500_01_2.png,JANSSEN-CILAG,TOPIRAMATO,https://sucreenlinea.com/0017500-topamac-100-mg-x-20-tabs.html,sucre
AERIUS 5 MG TABLETAS VIA ORAL,"₡ 1.122,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/1c5ea61b8695364-AERIUS-TAB-5MG-X30.jpg,,DESLORATADINA,https://www.farmacialabomba.com/detalle-producto/AERIUS-5-MG-TABLETAS-VIA-ORAL-8695364,labomba
360BIOLAB ACEITE 1050MG + MELATONINA 30ML,"₡ 49.155,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/f1cbb14d4377607.png,,"CBD 1050MG, SABOR MENTA ,ACEITE DE COCO,LECITNA DE GIRASOL + 120MG MELATONINA",https://www.fischelenlinea.com/detalle-producto/360BIOLAB-ACEITE-1050MG-MELATONINA-30ML-4377607,fishel
,,,,,https://sucreenlinea.com/0018000-tylex-flu-x-20-tabs.html,sucre
GLISULIN XR 500 MG TABLETAS VIA ORAL,"₡ 12.735,64 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/145a0fb36899923-GLISULIN-X.png,,METFORMINA CLORHIDRATO,https://www.farmacialabomba.com/detalle-producto/GLISULIN-XR-500-MG-TABLETAS-VIA-ORAL-6899923,labomba
360BIOLAB ACEITE 1800MG MENTA 30ML,"₡ 78.377,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/13774a034377379.png,,"CBD 1800MG, SABOR MENTA ,ACEITE DE COCO,LECITNA DE GIRASOL",https://www.fischelenlinea.com/detalle-producto/360BIOLAB-ACEITE-1800MG-MENTA-30ML-4377379,fishel
,,,,,https://sucreenlinea.com/0020300-aderogyl-ped-1-ml-x-1-amp.html,sucre
JANUVIA 100 MG TABLETAS VIA ORAL,"₡ 32.600,05 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/d2b5e7ae6931221-JANUVIA-100-MG-TABLETAS-VIA-ORAL.jpg,,SITAGLIPTINA,https://www.farmacialabomba.com/detalle-producto/JANUVIA-100-MG-TABLETAS-VIA-ORAL-6931221,labomba
360BIOLAB ACEITE 1800MG VAINILLA 30ML,"₡ 78.377,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/4df2bd2f4377362.png,,"CBD 1800MG, SABOR VAINILLA ,ACEITE DE COCO,LECITNA DE GIRASOL",https://www.fischelenlinea.com/detalle-producto/360BIOLAB-ACEITE-1800MG-VAINILLA-30ML-4377362,fishel
APIDRA AMPOLLA 100 UI,"₡19,834.92",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0020850.jpg,SANOFI AVENTIS,INSULINA,https://sucreenlinea.com/0020850-apidra-100-ui-sol-iny-solostar.html,sucre
CHEMO VALACICLOVIR 500mg x30 TABLETAS,"₡ 1.417,49 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99001395.jpg,,VALACICLOVIR,https://www.farmacialabomba.com/detalle-producto/CHEMO-VALACICLOVIR-500MG-X30-TABLETAS-4591236,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/360BIOLAB-ACEITE-900MG-MENTA-30ML-4377355,fishel
,,,,,https://sucreenlinea.com/0020975-aprovasc-150-5-mg-x-14-tabs.html,sucre
XIGDUO XR 10MG/1000MG TABLETAS VIA ORAL x30,"₡ 30.503,30 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/69b41935630306.jpg,,DAPAGLIFLOZINA + METFORMINA CLORHIDRATO,https://www.farmacialabomba.com/detalle-producto/XIGDUO-XR-10MG-1000MG-TABLETAS-VIA-ORAL-X30-5630306,labomba
360BIOLAB ACEITE 900MG VAINILLA 30ML,"₡ 54.173,33 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/f1c8ddf54377348.png,,"CBD 900MG, SABOR VAINILLA ,ACEITE DE COCO,LECITNA DE GIRASOL",https://www.fischelenlinea.com/detalle-producto/360BIOLAB-ACEITE-900MG-VAINILLA-30ML-4377348,fishel
,,,,,https://sucreenlinea.com/0020980-aprovasc-300-5-mg-x-14-tabs.html,sucre
ANGIOTROFIN RETARD 180MG TABLETAS VIA ORAL,"₡ 10.226,52 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/e14bf75950073-ANGIOTROFIN-RETA.png,,DILTIAZEN,https://www.farmacialabomba.com/detalle-producto/ANGIOTROFIN-RETARD-180MG-TABLETAS-VIA-ORAL-5950073,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/3M-MASCARILLA-DE-TELA-REUTILIZABLE-7028049,fishel
,,,,,https://sucreenlinea.com/0020985-aprovasc-300-10-mg-x-14-tabs.html,sucre
DANIELE 2 MG COMPRIMIDOS VÍA ORAL,"₡ 8.100,40 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99008275.jpg,,CIPROTERONA ACETATO + ETINILESTRADIOL,https://www.farmacialabomba.com/detalle-producto/DANIELE-2-MG-COMPRIMIDOS-VIA-ORAL-3520026,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/AB-COLIC-D-SOLUCION-VIA-ORAL-S5341978,fishel
APROVEL TABLETAS 150 MG,"₡20,067.48",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00192-0021000_01_2.png,SANOFI AVENTIS,IRBESARTAN,https://sucreenlinea.com/0021000-aprovel-150-mg-x-14-tabs.html,sucre
RAVEN GLYCEM-S 50 / 500 mg x 60 TABLETAS,"₡ 19.210,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/6acdb5f4Artboard-11.jpg,,METFORMINA CLORHIDRATO + SITAGLIPTINA,https://www.farmacialabomba.com/detalle-producto/RAVEN-GLYCEM-S-50-500-MG-X-60-TABLETAS-6152552,labomba
AB Colic gotas,"₡ 18.895,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/cf544bd7ABColic_600x450.png,,"COMPOSICIÓN POR UNIDAD DE DOSIS: (0.25 ml) DE PRODUCTO: Cepas AB-COLIC 0.032g Bifidobacterium longum CECT 7894 y Pediococcus pentosaceus CECT 8330), Acetato de Tocoferol (preservante), excipientes c.s.p ......0.25ml.",https://www.fischelenlinea.com/detalle-producto/AB-COLIC-SUSPENSION-GOTAS-8-ML-5348178,fishel
APROVEL TABLETAS 150 MG,"₡35,437.86",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00193-0021050_01_2.png,SANOFI AVENTIS,IRBESARTAN,https://sucreenlinea.com/0021050-aprovel-150-mg-x-28-tabs.html,sucre
AQUAVIT VIT E 400 UI,"₡ 7.140,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/9bb6b4a28720042-AQUAVIT-VIT-E.png,,VITAMINA E (TOCOFEROL),https://www.farmacialabomba.com/detalle-producto/AQUAVIT-VIT-E-400-UI-8720042,labomba
AB LIFE 30 CÁPSULAS,"₡ 16.793,72 i.v.a.i.",https://farmacias.fischelenlinea.com//Images/Upload/1/2/5341947.jpg,,ICOSAPENTO-DOCONEXENTO,https://www.fischelenlinea.com/detalle-producto/AB-LIFE-30-CAPSULAS-5341947,fishel
APROVEL TABLETAS 300 MG,"₡20,981.40",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00194-0021100_01_2.png,SANOFI AVENTIS,IRBESARTAN,https://sucreenlinea.com/0021100-aprovel-300-mg-x-14-tabs.html,sucre
